ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,oscat_1,oscat_2,oscat_3,size_1,size_2
0,0,0,2010024,-74.7,-109.15,1,0,0,0,13,5
0,0,0,2010025,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010026,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010027,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010028,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010029,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010030,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010031,-74.7,-109.15,1,0,0,0,13,5
0,0,0,2010032,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010033,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010034,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010035,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010036,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010037,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010038,-74.7,-109.15,1,0,0,0,13,5
0,0,0,2010039,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010040,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010041,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010042,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010043,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010044,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010045,-74.7,-109.15,1,0,0,0,13,5
0,0,0,2010046,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010047,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010048,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010049,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010050,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010051,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010052,-74.7,-109.15,1,0,0,0,13,5
0,0,0,2010053,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010054,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010055,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010056,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010057,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010058,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010059,-74.7,-109.15,1,0,0,0,13,5
0,0,0,2010060,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010061,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010062,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010063,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010064,-74.7,-109.15,0,0,0,0,0,0
0,0,0,2010065,-74.7,-109.15,0,0,0,0,0,0
