Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-73.66,-42.91,belle,10/21/2022
A64,9,8,-64.03,-53.97,belle,10/21/2022
A69A,9,8,-63.88,-53.58,belle,10/21/2022
A70,8,5,-65.81,-60.41,belle,10/21/2022
A74A,30,18,-76.77,-47.40,belle,10/21/2022
A74B,8,4,-76.54,-48.10,belle,10/21/2022
A76A,73,14,-59.03,-50.45,belle,10/21/2022
A76B,20,7,-67.50,-59.66,belle,10/21/2022
A76C,16,7,-66.53,-59.22,belle,10/21/2022
A77,27,4,-77.69,-36.18,belle,10/21/2022
A78,18,4,-69.74,-45.81,belle,10/21/2022
B09B,24,8,-66.20,143.40,wilke,10/21/2022
B09G,11,7,-68.16,41.84,amerw,10/21/2022
B15AB,11,4,-66.08,50.59,amerw,10/21/2022
B22A,38,24,-73.80,-109.49,amune (grounded),10/21/2022
B28,9,6,-74.24,-109.66,amune,10/21/2022
B29,11,5,-74.05,-110.15,amune,10/21/2022
B38,6,4,-76.99,-155.10,rosse,10/21/2022
B39,8,4,-77.31,-38.96,belle,10/21/2022
B42,6,1,-61.25,-134.22,amunw,10/21/2022
B45,7,6,-74.44,-109.77,amune,10/21/2022
B46,10,4,-71.39,-157.45,rosse,10/21/2022
B47,12,5,-73.87,-134.21,amunw,10/21/2022
C15,12,8,-65.95,143.25,wilke,10/21/2022
C18B,19,4,-66.56,89.34,amere,10/21/2022
C21B,11,8,-64.98,95.86,wilkw (grounded),10/21/2022
C24,11,2,-64.84,96.03,wilkw (grounded),10/21/2022
C29,5,5,-66.06,142.78,wilke,10/21/2022
C30,9,3,-64.78,96.29,wilkw (grounded),10/21/2022
C31,9,3,-64.68,96.51,wilkw (grounded),10/21/2022
C33,8,4,-65.32,126.55,wilke (grounded),10/21/2022
C35,7,5,-67.25,147.56,wilke,10/21/2022
C36,22,15,-67.93,147.48,wilke (grounded),10/21/2022
C37,8,3,-65.63,99.89,wilkw,10/21/2022
C38A,10,8,-65.22,101.37,wilkw (grounded),10/21/2022
C38B,5,7,-64.94,101.84,wilkw (grounded),10/21/2022
C39,15,7,-65.69,99.53,wilkw (grounded),10/21/2022
D15A,51,24,-66.63,81.91,amere (grounded),10/21/2022
D15B,33,12,-66.97,81.57,amere (grounded),10/21/2022
D20A,14,5,-74.52,-33.37,belle,10/21/2022
D23,8,6,-69.43,74.68,amere (grounded),10/21/2022
D26,16,2,-69.23,29.55,wedde (grounded),10/21/2022
D27,7,4,-70.79,-10.97,weddw,10/21/2022
D28,29,19,-72.02,-49.81,belle,10/21/2022
D29A,15,9,-67.22,-43.20,belle,10/21/2022
D29B,13,7,-72.15,-49.23,belle,10/21/2022
D29C,13,6,-69.09,-45.62,belle,10/21/2022
D30A,37,11,-70.72,-53.11,belle,10/21/2022
D30B,10,5,-71.22,-49.41,belle,10/21/2022
D31,10,2,-71.79,-44.59,belle,10/21/2022
D32,10,9,-68.36,70.68,amere,10/21/2022
