Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,40,34,-75.55,-37.63,belle,3/11/2022
A64,9,8,-67.07,-60.16,belle,3/11/2022
A69A,10,9,-66.42,-59.33,belle,3/11/2022
A69B,10,5,-66.11,-58.56,belle,3/11/2022
A69C,10,3,-66.67,-58.91,belle,3/11/2022
A70,8,5,-66.28,-59.21,belle,3/11/2022
A74,30,18,-77.32,-41.66,belle,3/11/2022
A76A,73,14,-70.26,-56.34,belle,3/11/2022
A76B,20,7,-72.53,-58.91,belle,3/11/2022
A76C,16,7,-69.70,-59.25,belle,3/11/2022
A77,27,4,-74.77,-27.49,weddw,3/11/2022
A78,18,4,-73.56,-26.72,weddw,3/11/2022
A79,9.5,3,-71.08,-60.46,belle,3/11/2022
B09B,24,8,-66.21,143.43,wilke,3/11/2022
B09G,11,7,-68.19,41.82,amerw,3/11/2022
B09I,12,6,-54.99,-28.94,weddw,3/11/2022
B15AB,11,4,-66.08,50.59,amerw,3/11/2022
B22A,38,24,-73.81,-109.45,amune (grounded),3/11/2022
B28,9,6,-74.38,-109.34,amune,3/11/2022
B29,11,5,-74.21,-109.49,amune,3/11/2022
B38,6,4,-77.00,-155.11,rosse,3/11/2022
B39,8,4,-75.21,-27.78,weddw,3/11/2022
B40,6,5,-65.45,129.56,wilke,3/11/2022
B42,12,4,-70.62,-150.63,rosse,3/11/2022
B45,7,6,-74.52,-109.54,amune,3/11/2022
B46,10,4,-71.44,-133.46,amune,3/11/2022
B47,12,5,-73.87,-134.01,amunw,3/11/2022
B50,15,6,-66.91,-166.78,rosse,3/11/2022
C15,12,8,-65.96,143.26,wilke,3/11/2022
C18B,19,4,-66.59,89.55,amere (grounded),3/11/2022
C21B,11,8,-64.99,95.85,wilkw (grounded),3/11/2022
C24,11,2,-64.84,96.02,wilkw (grounded),3/11/2022
C29,5,5,-66.06,142.80,wilke,3/11/2022
C30,9,3,-64.78,96.28,wilkw (grounded),3/11/2022
C31,9,3,-64.69,96.50,wilkw (grounded),3/11/2022
C33,8,4,-65.33,126.57,wilke (grounded),3/11/2022
C35,7,5,-67.33,148.01,wilke,3/11/2022
C36,22,15,-67.93,147.48,wilke (grounded),3/11/2022
C37,8,3,-65.62,103.21,wilkw,3/11/2022
D15A,51,24,-66.63,81.92,amere (grounded),3/11/2022
D15B,33,12,-66.98,81.58,amere (grounded),3/11/2022
D20A,17,6,-69.62,23.06,wedde,3/11/2022
D23,8,6,-69.43,74.68,amere (grounded),3/11/2022
D26,16,2,-69.29,29.52,wedde (grounded),3/11/2022
D27,7,4,-69.65,24.47,wedde,3/11/2022
D28,29,19,-74.53,-28.74,weddw,3/11/2022
D29A,15,9,-73.14,-31.58,belle,3/11/2022
D29B,13,7,-73.13,-22.36,weddw,3/11/2022
D29C,13,6,-73.56,-28.77,weddw,3/11/2022
D30A,37,11,-74.36,-31.34,belle,3/11/2022
D30B,10,5,-74.16,-27.85,weddw,3/11/2022
D31,16,2,-69.96,-4.23,weddw,3/11/2022
